,Planet Name,Discovery Year,Orbital Period (days),Orbital Radius,Planet Radius [Earth Radius],Planet Mass [Earth Mass],Planet Density,Equilibrium Temperature [K],Transit Duration [hours],Star luminosity
5254,TRAPPIST-1 d,2016,4.049219,0.02227,0.788,0.388,4.366784,286.0,0.8145,-3.257
5255,TRAPPIST-1 e,2017,6.101013,0.02925,0.92,0.692,4.901605,250.0,0.9293,-3.257
5256,TRAPPIST-1 f,2017,9.20754,0.03849,1.045,1.039,5.022904,218.0,1.048,-3.257
5257,TRAPPIST-1 g,2017,12.352446,0.04683,1.129,1.321,5.055986,197.0,1.137,-3.257
5258,TRAPPIST-1 h,2017,18.772866,0.06189,0.755,0.326,4.16278,172.0,1.269,-3.257
5270,TrES-1 b,2004,3.03007,0.03925,12.666,266.9772,0.712,1140.0,2.508,-0.301
5271,TrES-2 b,2006,2.47063,0.03563,15.244,473.5667,0.884,1466.0,1.74259,0.038
5272,TrES-3 b,2007,1.30618581,0.02282,14.975,607.03,0.994,1638.0,1.4177746,-0.204
5273,TrES-4 b,2007,3.55395,0.05084,18.046,247.9074,0.099,1778.0,3.6341388,0.726
5274,TrES-5 b,2011,1.48224686,0.02459,13.384,568.9157,1.31,1480.0,1.595,-0.344
5282,V1298 Tau b,2019,24.1396,0.1688,10.27,203.41018,1.2,677.0,6.42,-0.02
5283,V1298 Tau c,2019,8.24958,0.0825,5.59,76.27882,3.5,968.0,4.66,-0.02
5284,V1298 Tau d,2019,12.4032,0.1083,6.41,98.52681,2.4,845.0,5.59,-0.02
5285,V1298 Tau e,2019,60.0,0.308,8.74,368.68095,3.6,492.0,7.45,-0.02
